vek;pohlavie;roky praxe;panas1;panas2;panas3;panas4;panas5;panas6;panas7;panas8;panas9;panas10;panas11;panas12;panas13;panas14;panas15;panas16;panas17;panas18;panas19;panas20;framingpoz_cas;framing pozitivny;framingneg_cas;framing negativny;1cas;1odpoved;1vyhodnotenie;2cas;2odpoved;2vyhodnotenie;3cas;3odpoved;3vyhodnotenie;4cas;4odpoved;4vyhodnotenie;5cas;5odpoved;5vyhodnotenie;6cas;6odpoved;6vyhodnotenie;7cas;7odpoved;7vyhodnotenie;8cas;8odpoved;8vyhodnotenie;9cas;9odpoved;9vyhodnotenie;10cas;10odpoved;10vyhodnotenie;11cas;11odpoved;11vyhodnotenie;12cas;12odpoved;12vyhodnotenie;13cas;13odpoved;13vyhodnotenie;14cas;14odpoved;14vyhodnotenie;15cas;15odpoved;15vyhodnotenie;16cas;16odpoved;16vyhodnotenie;17cas;17odpoved;17vyhodnotenie;18cas;18odpoved;18vyhodnotenie;19cas;19odpoved;19vyhodnotenie;20cas;20odpoved;20vyhodnotenie;21cas;21odpoved;21vyhodnotenie;22cas;22odpoved;22vyhodnotenie;23cas;23odpoved;23vyhodnotenie;24cas;24odpoved;24vyhodnotenie;25cas;25odpoved;25vyhodnotenie;26cas;26odpoved;26vyhodnotenie;27cas;27odpoved;27vyhodnotenie;28cas;28odpoved;28vyhodnotenie;29cas;29odpoved;29vyhodnotenie;30cas;30odpoved;30vyhodnotenie;31cas;31odpoved;31vyhodnotenie;32cas;32odpoved;32vyhodnotenie;33cas;33odpoved;33vyhodnotenie;34cas;34odpoved;34vyhodnotenie;35cas;35odpoved;35vyhodnotenie;36cas;36odpoved;36vyhodnotenie;37cas;37odpoved;37vyhodnotenie;38cas;38odpoved;38vyhodnotenie;39cas;39odpoved;39vyhodnotenie;40cas;40odpoved;40vyhodnotenie;41cas;41odpoved;41vyhodnotenie;42cas;42odpoved;42vyhodnotenie;43cas;43odpoved;43vyhodnotenie;44cas;44odpoved;44vyhodnotenie;45cas;45odpoved;45vyhodnotenie;46cas;46odpoved;46vyhodnotenie;47cas;47odpoved;47vyhodnotenie;48cas;48odpoved;48vyhodnotenie;49cas;49odpoved;49vyhodnotenie;50cas;50odpoved;50vyhodnotenie;51cas;51odpoved;51vyhodnotenie;52cas;52odpoved;52vyhodnotenie;53cas;53odpoved;53vyhodnotenie;54cas;54odpoved;54vyhodnotenie;55cas;55odpoved;55vyhodnotenie;56cas;56odpoved;56vyhodnotenie;57cas;57odpoved;57vyhodnotenie;58cas;58odpoved;58vyhodnotenie;59cas;59odpoved;59vyhodnotenie;60cas;60odpoved;60vyhodnotenie;61cas;61odpoved;61vyhodnotenie;62cas;62odpoved;62vyhodnotenie;63cas;63odpoved;63vyhodnotenie;64cas;64odpoved;64vyhodnotenie;65cas;65odpoved;65vyhodnotenie;66cas;66odpoved;66vyhodnotenie;67cas;67odpoved;67vyhodnotenie;68cas;68odpoved;68vyhodnotenie;69cas;69odpoved;69vyhodnotenie;70cas;70odpoved;70vyhodnotenie;71cas;71odpoved;71vyhodnotenie;72cas;72odpoved;72vyhodnotenie;73cas;73odpoved;73vyhodnotenie;74cas;74odpoved;74vyhodnotenie;75cas;75odpoved;75vyhodnotenie;76cas;76odpoved;76vyhodnotenie;77cas;77odpoved;77vyhodnotenie;78cas;78odpoved;78vyhodnotenie;79cas;79odpoved;79vyhodnotenie;80cas;80odpoved;80vyhodnotenie;81cas;81odpoved;81vyhodnotenie;82cas;82odpoved;82vyhodnotenie;83cas;83odpoved;83vyhodnotenie;84cas;84odpoved;84vyhodnotenie;85cas;85odpoved;85vyhodnotenie;86cas;86odpoved;86vyhodnotenie;87cas;87odpoved;87vyhodnotenie;88cas;88odpoved;88vyhodnotenie;89cas;89odpoved;89vyhodnotenie;90cas;90odpoved;90vyhodnotenie;91cas;91odpoved;91vyhodnotenie;92cas;92odpoved;92vyhodnotenie;93cas;93odpoved;93vyhodnotenie;94cas;94odpoved;94vyhodnotenie;95cas;95odpoved;95vyhodnotenie;96cas;96odpoved;96vyhodnotenie;97cas;97odpoved;97vyhodnotenie;98cas;98odpoved;98vyhodnotenie;99cas;99odpoved;99vyhodnotenie;100cas;100odpoved;100vyhodnotenie;PNS1;PNS2;PNS3;PNS4;PNS5;PNS6;PNS7;PNS8;PNS9;PNS10;PNS11;PNS12;REI1;REI2;REI3;REI4;REI5;REI6;REI7;REI8;REI9;REI10;REI11;REI12;REI13;REI14;REI15;REI16;REI17;REI18;REI19;REI20;REI21;REI22;REI23;REI24;REI25;REI26;REI27;REI28;REI29;REI30;REI31;REI32;REI33;REI34;REI35;REI36;REI37;REI38;REI39;REI40;cislelny kod;nalada

35;M;16;2;1;2;3;5;1;1;1;2;5;2;3;1;4;2;4;4;1;3;1;32046;a;15250;a;7813;green;true;10319;red;true;5134;green;true;6719;red;true;4999;green;true;11165;yellow;true;12614;red;true;6030;yellow;true;14756;red;true;9942;red;false;8478;yellow;true;3872;black;true;4807;yellow;false;7734;yellow;true;3519;green;true;5583;black;true;5023;green;true;9206;yellow;false;4263;black;true;6455;yellow;true;9813;red;true;5063;yellow;true;8191;yellow;false;4903;black;true;8606;green;true;11029;red;true;2800;yellow;true;9590;red;true;3847;yellow;false;3039;black;true;6479;green;true;3231;yellow;true;5039;red;true;25683;yellow;true;1855;green;true;9542;red;true;3152;green;true;3455;yellow;true;5463;red;true;3439;green;true;9670;red;true;4023;yellow;true;5439;red;false;2295;black;true;2712;yellow;true;5470;green;true;3312;yellow;true;3751;yellow;true;4719;yellow;true;6073;red;true;3023;green;true;5288;red;true;5151;green;true;4920;red;true;2960;green;true;3159;yellow;true;9983;yellow;false;2392;yellow;true;5088;yellow;false;10639;red;false;3967;yellow;true;3432;black;true;4951;yellow;false;3744;yellow;true;1776;green;true;1880;black;true;7391;green;true;8159;yellow;false;1912;black;true;4528;yellow;true;9335;yellow;false;4751;yellow;true;4976;red;true;2752;black;true;2040;green;true;10111;red;true;8031;yellow;true;5799;yellow;false;2672;yellow;false;1408;black;true;4176;green;true;2431;yellow;true;10392;red;true;2664;yellow;true;2423;green;true;6399;red;true;1888;green;true;5768;yellow;true;7727;red;true;1784;green;true;4775;red;true;4368;yellow;true;4160;red;true;1791;black;true;4968;yellow;true;2120;green;true;2304;yellow;true;1679;yellow;true;1352;yellow;true;6944;yellow;false;3;1;5;5;3;3;3;1;3;5;3;3;5;3;5;4;4;4;6;3;6;2;5;4;4;2;4;2;4;4;5;4;4;3;5;4;2;4;3;5;2;3;2;5;2;4;4;3;2;5;5;4;425782;positive
35;F;17;2;1;1;1;3;1;1;1;2;4;2;3;1;2;1;4;4;1;2;1;2576;b;2648;b;3943;green;true;13984;yellow;false;4831;green;true;4360;yellow;false;4592;green;true;3736;red;false;16383;yellow;false;4680;yellow;true;5897;red;true;8582;black;true;5312;yellow;true;2128;black;true;11119;yellow;false;7584;yellow;true;3560;green;true;2448;black;true;1919;green;true;20544;yellow;false;3567;black;true;4608;yellow;true;4888;yellow;false;7056;yellow;true;4639;yellow;false;1760;black;true;2392;green;true;6896;yellow;false;3896;yellow;true;4448;yellow;false;7815;green;true;2460;black;true;3476;green;true;4856;yellow;true;6335;yellow;false;9744;green;false;5623;green;true;4952;yellow;false;2584;green;true;6104;yellow;true;5991;yellow;false;6375;green;true;9976;yellow;false;5255;yellow;true;4329;yellow;false;1831;black;true;4776;yellow;true;3264;green;true;4240;yellow;true;4975;red;false;4240;yellow;true;3728;yellow;false;2856;green;true;23439;red;true;5016;green;true;5983;yellow;false;2352;green;true;3312;red;false;6640;yellow;false;5655;yellow;true;4536;red;true;4064;black;true;9279;yellow;true;2824;black;true;8392;yellow;false;6752;yellow;true;2320;green;true;3439;black;true;3072;green;true;9136;yellow;false;3144;black;true;4991;yellow;true;7560;yellow;false;38182;yellow;true;6216;yellow;false;10879;black;true;7944;green;true;8159;yellow;false;5672;yellow;true;4672;yellow;false;4504;green;true;2232;black;true;2680;green;true;3488;yellow;true;4375;yellow;false;6953;yellow;true;4271;green;true;6503;yellow;false;2960;green;true;7232;yellow;true;3736;yellow;false;3744;green;true;5440;yellow;false;5759;yellow;true;5008;yellow;false;2344;black;true;4304;yellow;true;3079;green;true;3288;yellow;true;2432;red;false;8072;yellow;true;9384;yellow;false;3;3;6;6;3;6;5;2;2;6;6;5;6;2;4;3;2;1;4;4;5;5;1;1;6;5;3;2;5;5;1;5;6;4;5;3;2;6;5;4;2;1;4;2;3;5;6;6;4;1;1;4;664375;positive
41;M;10;3;2;2;2;2;1;1;1;1;2;2;3;2;2;2;3;3;1;3;1;8809;a;248444;a;243059;green;true;64203;red;true;9200;green;true;12512;red;true;3921;green;true;8431;red;false;6608;red;true;6647;yellow;true;4944;red;true;5091;black;true;4485;yellow;true;2448;black;true;20768;yellow;false;5152;yellow;true;5032;green;true;4759;black;true;11667;green;true;51837;yellow;false;2897;black;true;9086;yellow;true;5953;red;true;15721;yellow;true;3958;red;true;2407;black;true;3785;green;true;4047;red;true;4898;yellow;true;3298;red;true;21837;yellow;false;3150;black;true;2984;green;true;3840;yellow;true;3330;red;true;15181;yellow;true;4480;green;true;17697;red;true;4161;green;true;16589;yellow;true;3001;red;true;4921;green;true;3766;red;true;8825;yellow;true;8231;red;false;2968;black;true;3720;yellow;true;4696;green;true;8304;yellow;true;7568;red;false;7014;yellow;true;4608;red;true;4233;green;true;6280;red;true;5033;green;true;4030;red;true;253172;green;true;3415;red;false;3319;red;true;6072;yellow;true;9265;red;true;5488;black;true;14175;yellow;true;2123;black;true;15222;red;true;4662;yellow;true;2425;green;true;1944;black;true;4506;green;true;5053;red;true;1978;black;true;6703;yellow;true;2121;red;true;11607;yellow;true;2326;red;true;2682;black;true;4616;green;true;12034;red;true;531090;yellow;true;1871;red;true;4352;green;true;2768;black;true;2171;black;false;132869;yellow;true;164922;red;true;11840;yellow;true;3750;green;true;2722;red;true;1833;green;true;3137;yellow;true;1685;red;true;10683;green;true;3108;red;true;5793;yellow;true;1953;red;true;2007;black;true;3904;yellow;true;2057;green;true;3231;yellow;true;3472;red;false;11424;yellow;true;3216;red;true;3;1;5;4;2;3;4;4;4;4;3;3;4;5;4;4;3;2;5;5;5;5;4;4;5;4;5;3;4;3;3;3;4;3;4;4;3;4;3;4;3;3;3;4;3;3;4;3;3;3;3;4;784955;negative
38;F;18;2;1;1;1;3;1;2;1;4;3;1;3;2;3;1;4;3;2;3;1;22342;b;25302;b;8765;green;true;3033;red;true;1251;green;true;1965;yellow;false;2024;green;true;3072;red;false;3399;yellow;false;2161;yellow;true;1455;red;true;10596;red;false;3073;yellow;true;2019;red;false;729;black;false;4487;yellow;true;1667;green;true;2326;black;true;2850;green;true;2757;red;true;2024;black;true;3983;red;false;1312;red;true;2088;yellow;true;2523;red;true;1477;yellow;false;1625;green;true;1544;red;true;1870;yellow;true;1931;red;true;1861;yellow;false;2392;black;true;4089;green;true;2415;green;false;8667;yellow;false;3102;yellow;true;1487;green;true;3792;red;true;1056;green;true;2026;red;false;3110;yellow;false;1520;green;true;6283;green;false;3189;yellow;true;2326;yellow;false;1298;black;true;4879;yellow;true;1592;green;true;1536;yellow;true;2992;red;false;1808;yellow;true;1657;red;true;1872;green;true;2888;red;true;1287;green;true;2976;green;false;1760;green;true;1472;red;false;4000;yellow;false;2264;yellow;true;1801;red;true;3690;black;true;4533;yellow;true;3040;black;true;3825;red;true;1441;yellow;true;1262;green;true;2168;black;true;1200;green;true;4965;green;false;2185;black;true;1454;yellow;true;4241;green;false;1817;yellow;true;2582;green;false;1938;black;true;1167;green;true;5744;yellow;false;1747;yellow;true;1696;green;false;1404;green;true;1329;black;true;1002;green;true;1270;yellow;true;1448;green;false;1320;yellow;true;986;green;true;1708;green;false;1418;green;true;1224;yellow;true;1592;green;false;1584;green;true;1671;green;false;1164;yellow;true;1565;yellow;false;1224;black;true;1737;yellow;true;902;green;true;1552;yellow;true;1441;black;false;4344;yellow;true;4423;green;false;2;2;4;5;3;2;4;4;4;6;1;4;2;4;2;3;4;6;3;6;2;6;4;6;3;5;3;6;1;4;4;4;3;6;3;5;4;3;4;2;4;6;6;3;4;3;3;6;4;6;4;3;130638;negative
28;F;6;1;1;3;1;3;1;1;1;5;1;1;5;1;5;1;5;5;1;5;1;25758;b;20487;b;12167;green;true;11831;red;true;7647;yellow;false;12128;yellow;false;4744;green;true;4584;red;false;16503;red;true;2879;red;false;3232;red;true;15223;red;false;4128;red;false;6655;black;true;5079;red;true;4264;red;false;4056;yellow;false;2848;black;true;3463;yellow;false;5865;yellow;false;3103;black;true;2072;red;false;5232;yellow;false;6695;red;false;68628;yellow;false;4664;black;true;3831;yellow;false;2424;red;true;8375;yellow;true;6328;yellow;false;11095;yellow;false;1432;black;true;2144;yellow;false;1632;red;false;3264;yellow;false;16488;yellow;true;1814;yellow;false;3760;yellow;false;2656;yellow;false;2760;red;false;1528;yellow;false;5735;green;true;1848;yellow;false;2336;yellow;true;2400;red;false;2240;black;true;10471;red;false;7288;yellow;false;1216;red;false;2143;red;false;1736;red;false;7464;yellow;false;1776;yellow;false;5615;red;true;6552;yellow;false;5127;yellow;false;7208;yellow;false;5000;red;false;3408;red;true;3495;red;false;1632;red;true;4808;red;false;13183;red;false;1416;black;true;6775;red;true;2281;red;false;1735;yellow;false;1744;black;true;9056;yellow;false;7919;yellow;false;1728;black;true;2104;red;false;3351;yellow;false;1601;red;false;12126;yellow;false;1488;black;true;1913;yellow;false;1815;red;true;9847;red;false;1880;yellow;false;5952;red;false;1200;black;true;3607;yellow;false;1687;red;false;1280;yellow;false;1105;red;false;3023;yellow;false;8687;yellow;false;2784;yellow;false;1247;red;false;2516;yellow;false;2948;green;true;9407;yellow;false;1857;red;false;1295;red;true;1144;black;true;4688;red;false;1264;yellow;false;5432;red;false;1863;red;false;3920;red;false;3008;yellow;false;2;2;5;6;1;6;2;2;4;5;3;2;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;4;6;6;4;6;3;6;6;4;5;1;6;4;4;6;6;6;5;6;6;3;6;6;3;6;414525;negative
30;M;6;2;1;2;2;3;2;2;1;3;2;2;3;3;2;2;3;3;2;3;2;81261;b;68230;a;21064;green;true;18735;red;true;9599;green;true;64798;yellow;false;7600;green;true;10352;yellow;true;11687;yellow;false;6968;yellow;true;10208;yellow;false;24975;red;false;14904;yellow;true;39358;black;true;10768;yellow;false;12136;yellow;true;5231;green;true;12231;black;true;6384;green;true;7232;yellow;false;6975;black;true;6904;yellow;true;34767;red;true;7592;yellow;true;13927;yellow;false;27968;red;false;7311;green;true;12504;yellow;false;7552;yellow;true;3912;yellow;false;7727;yellow;false;17088;black;true;5856;green;true;12447;yellow;true;7200;yellow;false;8504;yellow;true;2216;green;true;38798;yellow;false;3000;green;true;10336;yellow;true;5560;yellow;false;3544;green;true;4336;yellow;false;5791;yellow;true;5361;yellow;false;11735;black;true;3568;yellow;true;4376;green;true;2887;yellow;true;18552;red;false;4656;yellow;true;14479;red;true;4024;green;true;6168;red;true;2760;green;true;7976;yellow;false;2048;green;true;4751;red;false;14200;red;true;6568;yellow;true;14039;yellow;false;10440;red;false;6416;yellow;true;5944;black;true;6943;red;true;3296;yellow;true;2632;green;true;3720;black;true;5400;green;true;8760;yellow;false;3223;black;true;7343;yellow;true;8504;yellow;false;5440;yellow;true;7928;yellow;false;4855;black;true;6160;green;true;4160;yellow;false;4232;yellow;true;4648;yellow;false;4072;yellow;false;2520;black;true;10151;green;true;24792;yellow;true;4679;yellow;false;3208;yellow;true;1608;green;true;1640;yellow;false;2392;green;true;2280;yellow;true;6192;yellow;false;4464;green;true;4184;yellow;false;2672;yellow;true;4367;yellow;false;2872;black;true;5872;yellow;true;7576;green;true;2840;yellow;true;1976;red;false;3472;yellow;true;5727;red;true;2;6;6;6;3;5;5;5;4;3;5;5;5;4;4;5;4;5;3;2;2;3;5;3;5;4;5;5;5;4;5;5;2;3;4;3;3;3;2;4;2;4;5;3;5;4;2;2;4;5;3;3;599096;positive
28;M;2;3;1;2;1;2;1;1;1;3;3;1;2;1;3;1;4;4;1;4;1;42238;a;60702;b;13403;green;true;14174;red;true;6903;green;true;9265;yellow;false;5208;green;true;10968;red;false;5693;yellow;false;27464;yellow;true;14930;red;true;7340;black;true;6947;yellow;true;4192;black;true;5302;yellow;false;9256;yellow;true;2720;green;true;2496;black;true;3744;green;true;14880;yellow;false;2488;black;true;7199;yellow;true;5928;yellow;false;7023;yellow;true;8280;yellow;false;4800;black;true;1960;green;true;6183;yellow;false;5776;yellow;true;4544;yellow;false;28959;green;true;1407;black;true;2265;green;true;4120;yellow;true;12231;yellow;false;4816;yellow;true;2122;green;true;11463;yellow;false;1537;green;true;3751;yellow;true;7953;yellow;false;1735;green;true;5642;yellow;false;8878;yellow;true;3638;yellow;false;6095;black;true;7801;yellow;true;1695;green;true;3282;yellow;true;1518;red;false;2904;yellow;true;4689;red;true;2879;green;true;5168;red;true;2408;green;true;4416;yellow;false;1240;green;true;1425;red;false;4935;red;true;2930;yellow;true;5005;yellow;false;32529;black;true;5143;yellow;true;4753;black;true;11483;yellow;false;4586;yellow;true;1497;green;true;1600;black;true;1560;green;true;3728;yellow;false;1737;black;true;3527;yellow;true;3256;yellow;false;4257;yellow;true;10462;red;true;4392;black;true;1439;green;true;15441;yellow;false;3611;yellow;true;3789;red;true;6167;green;true;2545;black;true;1423;green;true;2687;yellow;true;8242;red;true;7080;yellow;true;1335;green;true;15473;red;true;2247;green;true;3071;yellow;true;6505;red;true;1545;green;true;3280;red;true;2343;yellow;true;3434;yellow;false;1421;black;true;4930;yellow;true;1799;green;true;3250;yellow;true;1997;red;false;1840;yellow;true;2864;red;true;3;2;6;6;2;6;5;6;4;5;3;4;5;3;5;3;6;2;5;3;6;2;5;1;6;2;6;1;6;6;6;5;6;1;4;1;5;2;4;5;4;2;4;2;6;5;6;2;5;5;5;5;540359;positive
44;M;22;1;2;3;4;5;4;3;2;1;2;3;4;5;3;2;1;2;3;4;3;2400;a;2432;a;1072;green;true;424;yellow;false;384;red;false;352;black;false;362;red;false;360;yellow;true;358;green;false;351;yellow;true;361;red;true;327;black;true;369;red;false;417;yellow;false;334;green;false;344;yellow;true;368;red;false;360;black;true;192;black;false;201;black;false;183;black;true;200;black;false;176;black;false;424;red;false;192;red;true;200;red;false;184;red;false;480;yellow;false;184;yellow;true;176;yellow;false;541;green;true;171;green;false;200;green;true;472;yellow;true;424;red;true;440;black;false;456;red;false;432;yellow;false;456;green;true;439;yellow;true;384;red;true;448;black;false;395;red;true;464;yellow;true;374;green;true;479;yellow;false;392;red;false;417;black;false;423;red;false;417;yellow;true;471;green;false;440;yellow;false;624;red;false;464;black;false;448;red;false;432;yellow;false;416;green;true;440;yellow;true;424;red;true;368;black;false;424;red;true;424;yellow;false;424;green;false;432;yellow;false;432;red;true;464;black;false;410;red;false;406;yellow;false;376;green;true;432;yellow;false;383;red;false;385;black;false;480;red;true;447;yellow;true;401;green;false;408;yellow;false;400;red;false;479;black;false;440;black;false;385;black;false;440;red;false;376;red;false;463;yellow;false;400;yellow;true;289;yellow;false;520;green;false;399;green;true;352;green;false;424;yellow;false;376;yellow;true;456;red;true;397;red;false;475;black;false;480;red;false;472;yellow;false;496;green;false;488;yellow;true;384;red;false;416;black;false;424;red;false;416;yellow;true;376;green;false;1;5;3;4;2;1;5;4;3;2;6;2;6;2;4;3;5;6;2;4;4;2;1;2;4;4;3;5;1;2;4;4;5;1;6;5;2;4;3;3;4;4;3;4;4;4;5;5;4;3;2;6;706706;negative
25;M;3;4;1;2;1;4;1;1;1;4;4;1;2;1;3;1;3;3;1;4;1;16103;a;3728;b;1184;green;true;919;red;true;896;green;true;832;red;true;800;green;true;992;yellow;true;856;red;true;824;yellow;true;2104;yellow;false;1040;black;true;808;yellow;true;920;black;true;1224;yellow;false;1040;yellow;true;1080;green;true;1248;black;true;944;green;true;856;yellow;false;944;black;true;920;yellow;true;7215;red;true;15456;yellow;true;976;red;true;1207;black;true;927;green;true;840;red;true;744;yellow;true;840;red;true;840;yellow;false;1096;black;true;952;green;true;1121;yellow;true;1063;red;true;760;yellow;true;872;green;true;776;red;true;696;green;true;704;yellow;true;976;red;true;872;green;true;848;red;true;856;yellow;true;792;red;true;1048;black;true;3336;yellow;true;1271;green;true;760;yellow;true;696;yellow;true;784;yellow;true;809;red;true;727;green;true;1272;red;true;904;green;true;832;red;true;712;green;true;664;yellow;true;728;red;true;1200;yellow;true;1248;yellow;false;2760;black;true;1888;yellow;true;1088;black;true;872;yellow;false;2184;yellow;true;921;green;true;990;black;true;999;green;true;928;yellow;false;928;black;true;904;yellow;true;1000;red;true;1360;yellow;true;992;red;true;1000;black;true;1136;green;true;896;red;true;896;yellow;true;1984;red;true;816;yellow;false;896;black;true;864;green;true;728;yellow;true;704;red;true;784;yellow;true;1048;green;true;912;red;true;928;green;true;888;yellow;true;920;red;true;783;green;true;824;red;true;848;yellow;true;992;red;true;840;black;true;986;yellow;true;982;green;true;761;yellow;true;703;yellow;true;792;yellow;true;816;red;true;4;4;5;5;1;6;5;3;4;2;4;4;4;4;4;3;3;5;4;4;2;3;4;5;5;4;2;2;2;5;4;2;4;3;3;4;4;3;2;3;3;4;4;4;4;2;3;3;4;3;4;4;615571;negative
46;M;25;4;1;1;1;4;4;1;2;2;2;1;3;1;3;2;4;4;1;3;1;68317;b;32639;b;13936;green;true;17583;red;true;16264;green;true;12783;yellow;false;10752;green;true;7632;red;false;14327;yellow;false;9544;yellow;true;10807;yellow;false;35599;red;false;7208;yellow;true;5208;black;true;16023;yellow;false;6991;yellow;true;4744;green;true;5240;black;true;12231;green;true;23080;yellow;false;9072;red;false;6927;yellow;true;9784;yellow;false;5704;yellow;true;16423;red;true;7888;red;false;4672;green;true;20775;red;true;5848;yellow;true;15599;red;true;6056;yellow;false;6256;red;false;9736;green;true;5640;yellow;true;6303;red;true;8488;yellow;true;4632;green;true;26087;red;true;6872;green;true;7056;yellow;true;8039;red;true;10688;green;true;14311;red;true;8616;yellow;true;5600;red;true;7560;red;false;9520;yellow;true;3895;green;true;8584;yellow;true;5088;red;false;7944;yellow;true;4056;red;true;4952;green;true;5023;red;true;3384;green;true;8216;red;true;6040;green;true;4607;red;false;8575;red;true;17616;yellow;true;12575;red;true;11600;red;false;8864;yellow;true;5304;red;false;7743;yellow;false;6016;yellow;true;3456;green;true;6144;black;true;4344;green;true;9631;yellow;false;23968;black;true;25623;yellow;true;14281;red;true;4247;yellow;true;6856;red;true;6384;black;true;6280;green;true;5000;red;true;5015;yellow;true;4288;red;true;17832;green;true;7159;black;true;2961;green;true;6375;yellow;true;3664;red;true;9128;yellow;true;8583;green;true;6840;red;true;3704;green;true;12936;yellow;true;5496;red;true;2996;green;true;7419;red;true;4832;yellow;true;4272;red;true;3512;black;true;9144;yellow;true;2791;green;true;6001;yellow;true;4535;red;false;8088;yellow;true;3704;red;true;3;3;6;5;2;4;3;6;6;3;3;4;5;4;3;2;3;1;3;4;5;4;2;3;4;4;5;4;5;4;4;3;2;5;5;3;4;2;5;2;4;3;4;2;4;3;4;5;5;4;5;3;101142;negative
27;M;4;1;1;1;1;3;1;1;1;1;2;2;3;1;4;3;2;2;1;3;1;115713;a;36397;b;2464;green;true;15279;red;true;3032;green;true;7095;yellow;false;7216;green;true;6560;yellow;true;14223;yellow;false;4775;yellow;true;4976;yellow;false;18407;black;true;19031;yellow;true;8527;black;true;5520;yellow;false;4159;yellow;true;1816;green;true;2851;black;true;2359;green;true;11134;yellow;false;3055;black;true;11702;yellow;true;7119;yellow;false;8750;yellow;true;7455;yellow;false;6015;black;true;8286;green;true;4839;yellow;false;8199;yellow;true;6823;green;false;9046;green;true;2456;black;true;4271;green;true;5247;green;false;8454;green;false;3383;yellow;true;5840;green;true;9718;yellow;false;5207;green;true;5665;yellow;true;5831;green;false;4487;green;true;6072;yellow;false;5583;yellow;true;13031;yellow;false;2312;black;true;10967;yellow;true;1607;green;true;3648;yellow;true;2600;red;false;1720;yellow;true;7159;yellow;false;4551;green;true;8008;red;true;3911;green;true;5296;yellow;false;1679;green;true;3393;red;false;5662;yellow;false;21221;yellow;true;4200;red;true;5391;red;false;5968;yellow;true;1584;black;true;2303;red;true;1256;yellow;true;1272;yellow;false;2544;black;true;1263;green;true;3383;yellow;false;2320;black;true;3856;yellow;true;19486;yellow;false;1560;yellow;true;6727;yellow;false;1664;black;true;4727;yellow;false;8655;yellow;false;4856;yellow;true;4175;yellow;false;1904;green;true;2008;black;true;1328;green;true;2920;yellow;true;3207;yellow;false;3392;yellow;true;3248;yellow;false;11046;red;true;5264;green;true;2024;yellow;true;1815;yellow;false;1904;yellow;false;3928;yellow;false;3120;yellow;true;4759;yellow;false;1864;black;true;3519;yellow;true;1752;green;true;2288;yellow;true;4791;red;false;8280;yellow;true;5663;red;true;4;2;3;2;1;1;6;2;4;4;2;3;3;5;4;4;4;2;6;4;5;1;5;2;4;2;6;1;6;4;4;2;4;4;5;2;2;6;6;4;1;3;6;1;5;4;6;2;6;2;6;1;501106;negative
40;M;8;3;1;2;1;3;1;1;1;2;2;1;3;1;3;1;3;4;1;4;1;3282;a;3673;a;1810;green;true;9420;red;true;5232;green;true;8081;red;true;2190;green;true;11904;yellow;true;4833;yellow;false;7612;yellow;true;4975;red;true;7378;red;false;5469;yellow;true;6753;black;true;1904;red;true;3151;yellow;true;4898;green;true;2671;black;true;6256;green;true;7592;yellow;false;3713;black;true;8236;yellow;true;7151;red;true;9097;yellow;true;13391;red;true;3393;black;true;1579;green;true;3344;red;true;2374;yellow;true;7022;red;true;3344;green;true;1905;black;true;2151;green;true;2769;yellow;true;3151;red;true;6461;yellow;true;1816;green;true;3313;red;true;6985;green;true;1936;yellow;true;7080;red;true;20679;green;true;12944;red;true;6456;yellow;true;12513;yellow;false;1360;black;true;4183;yellow;true;3281;green;true;12039;yellow;true;18831;yellow;true;3742;yellow;true;3122;red;true;7215;green;true;11127;red;true;10871;green;true;2481;yellow;false;1991;green;true;3168;yellow;true;5616;yellow;false;3328;yellow;true;1911;yellow;false;19703;black;true;9224;yellow;true;2545;black;true;30511;red;true;3655;yellow;true;1233;green;true;1744;black;true;1417;green;true;3016;yellow;false;3726;black;true;13833;yellow;true;2710;yellow;false;10368;yellow;true;3241;yellow;false;5662;black;true;6417;green;true;3906;yellow;false;8825;yellow;true;3144;yellow;false;2088;green;true;2584;black;true;4182;green;true;4097;yellow;true;6592;yellow;false;6918;yellow;true;4943;green;true;9385;red;true;4575;green;true;2849;yellow;true;3832;yellow;false;14550;green;true;1843;yellow;false;3759;yellow;true;3294;yellow;false;2313;black;true;6415;yellow;true;1495;green;true;2207;yellow;true;5097;yellow;true;12243;yellow;true;1973;black;false;6;3;4;4;4;5;3;6;6;4;6;3;3;4;3;4;3;4;4;3;3;5;5;3;3;3;3;5;3;3;5;3;3;4;2;1;4;5;2;4;3;4;4;4;2;4;6;4;4;2;3;4;717623;negative
